Protein_ID,Localizations,Signals,Membrane types,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Peripheral,Transmembrane,Lipid anchor,Soluble
AT5G14800,Cytoplasm,Peroxisomal targeting signal,Soluble,0.6291000247001648,0.4004000127315521,0.021299999207258224,0.1290999948978424,0.2361000031232834,0.5436000227928162,0.1266999989748001,0.11640000343322754,0.2939000129699707,0.3416000008583069,0.323199987411499,0.09399999678134918,0.14630000293254852,0.7613999843597412
AT5G15530,Plastid,Chloroplast transit peptide,Soluble,0.1453000009059906,0.11670000106096268,0.01720000058412552,0.05620000138878822,0.3061000108718872,0.9878000020980835,0.023099999874830246,0.03920000046491623,0.05400000140070915,0.12790000438690186,0.4287000000476837,0.1054999977350235,0.06080000102519989,0.7394999861717224
AT5G16390,Plastid,Chloroplast transit peptide,Soluble,0.10649999976158142,0.11590000241994858,0.010400000028312206,0.060600001364946365,0.16760000586509705,0.994700014591217,0.02250000089406967,0.03819999843835831,0.031599998474121094,0.1500999927520752,0.375900000333786,0.0966000035405159,0.058800000697374344,0.7559000253677368
AT5G16570,Cytoplasm,,Soluble,0.8759999871253967,0.3440999984741211,0.05350000038743019,0.18219999969005585,0.18709999322891235,0.0035000001080334187,0.22360000014305115,0.1476999968290329,0.15800000727176666,0.05979999899864197,0.3070000112056732,0.03889999911189079,0.1768999993801117,0.8740000128746033
AT5G17310,Cytoplasm,Peroxisomal targeting signal,Soluble,0.7968000173568726,0.28850001096725464,0.22280000150203705,0.34200000762939453,0.18930000066757202,0.10830000042915344,0.2741999924182892,0.2151000052690506,0.26969999074935913,0.18230000138282776,0.43560001254081726,0.02669999934732914,0.3230000138282776,0.8532999753952026
AT5G17330,Cytoplasm,Nuclear export signal,Soluble,0.6909999847412109,0.42250001430511475,0.055799998342990875,0.43130001425743103,0.21150000393390656,0.12359999865293503,0.23770000040531158,0.06610000133514404,0.10599999874830246,0.18979999423027039,0.5103999972343445,0.08429999649524689,0.39910000562667847,0.7556999921798706
AT5G17420,Cell membrane|Endoplasmic reticulum,Signal peptide|Transmembrane domain,Transmembrane,0.08489999920129776,0.0754999965429306,0.01549999974668026,0.6395000219345093,0.1808999925851822,0.010300000198185444,0.6394000053405762,0.35280001163482666,0.6031000018119812,0.020400000736117363,0.1160999983549118,0.984499990940094,0.035599999129772186,0.10949999839067459
AT5G17920,Cytoplasm,,Soluble,0.7116000056266785,0.22529999911785126,0.27309998869895935,0.30730000138282776,0.1160999983549118,0.09300000220537186,0.210099995136261,0.17659999430179596,0.23669999837875366,0.07150000333786011,0.414000004529953,0.04839999973773956,0.08470000326633453,0.8845999836921692
AT5G17990,Plastid,Chloroplast transit peptide,Soluble,0.120899997651577,0.09239999949932098,0.010099999606609344,0.049300000071525574,0.20759999752044678,0.9868000149726868,0.03669999912381172,0.03220000118017197,0.05790000036358833,0.16169999539852142,0.42989999055862427,0.14110000431537628,0.07440000027418137,0.7634000182151794
AT5G18170,Cytoplasm|Mitochondrion,Nuclear export signal,Soluble,0.7857000231742859,0.2752000093460083,0.16750000417232513,0.3337000012397766,0.6610000133514404,0.30869999527931213,0.27230000495910645,0.19259999692440033,0.31200000643730164,0.2605000138282776,0.5077000260353088,0.10040000081062317,0.14820000529289246,0.6615999937057495
AT5G18670,Plastid,,Peripheral|Soluble,0.08309999853372574,0.1005999967455864,0.028999999165534973,0.06620000302791595,0.11400000005960464,0.9560999870300293,0.08129999786615372,0.07370000332593918,0.17270000278949738,0.04470000043511391,0.651199996471405,0.11180000007152557,0.2240000069141388,0.6777999997138977
AT5G19220,Plastid,Chloroplast transit peptide,Peripheral|Soluble,0.08020000159740448,0.12630000710487366,0.016899999231100082,0.03889999911189079,0.09600000083446503,0.9876000285148621,0.06030000001192093,0.04320000112056732,0.052400000393390656,0.15520000457763672,0.6013000011444092,0.09269999712705612,0.1476999968290329,0.7311000227928162
AT5G19550,Cytoplasm,Nuclear export signal,Soluble,0.7372999787330627,0.3490000069141388,0.0908999964594841,0.21490000188350677,0.3564999997615814,0.08309999853372574,0.18119999766349792,0.17499999701976776,0.2386000007390976,0.047600001096725464,0.3555000126361847,0.14380000531673431,0.13210000097751617,0.7573999762535095
AT5G19760,Mitochondrion,,Transmembrane,0.2160000056028366,0.12870000302791595,0.038100000470876694,0.22779999673366547,0.7991999983787537,0.028300000354647636,0.19009999930858612,0.11860000342130661,0.22429999709129333,0.03869999945163727,0.24889999628067017,0.8977000117301941,0.053199999034404755,0.14350000023841858
AT5G20280,Cytoplasm,Peroxisomal targeting signal,Soluble,0.6901000142097473,0.27300000190734863,0.19179999828338623,0.20329999923706055,0.08560000360012054,0.15320000052452087,0.2858000099658966,0.4514999985694885,0.49970000982284546,0.21860000491142273,0.5479000210762024,0.1306000053882599,0.14110000431537628,0.7376000285148621
AT5G20380,Plastid,Chloroplast transit peptide,Transmembrane,0.10899999737739563,0.06310000270605087,0.011500000022351742,0.10109999775886536,0.12639999389648438,0.9840999841690063,0.08630000054836273,0.09040000289678574,0.04780000075697899,0.08789999783039093,0.24469999969005585,0.9588000178337097,0.06379999965429306,0.10130000114440918
AT5G20830,Cytoplasm,,Peripheral|Soluble,0.7138000130653381,0.2053000032901764,0.15219999849796295,0.27869999408721924,0.3257000148296356,0.4417000114917755,0.2888999879360199,0.3467999994754791,0.4941999912261963,0.2092999964952469,0.6304000020027161,0.30169999599456787,0.16259999573230743,0.6661999821662903
