Protein_ID,Localizations,Signals,Membrane types,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Peripheral,Transmembrane,Lipid anchor,Soluble
YOR126C,Cytoplasm,,Soluble,0.8345000147819519,0.4431999921798706,0.07989999651908875,0.03660000115633011,0.10260000079870224,0.006000000052154064,0.05469999834895134,0.03579999879002571,0.050999999046325684,0.0348999984562397,0.32679998874664307,0.026000000536441803,0.04969999939203262,0.8600999712944031
YOR128C,Cytoplasm,,Soluble,0.7584999799728394,0.34850001335144043,0.022700000554323196,0.03620000183582306,0.12849999964237213,0.05739999935030937,0.11429999768733978,0.1444000005722046,0.06610000133514404,0.08619999885559082,0.4553000032901764,0.033900000154972076,0.11339999735355377,0.8083000183105469
YOR130C,Mitochondrion,Transmembrane domain|Mitochondrial transit peptide,Transmembrane,0.1525000035762787,0.12790000438690186,0.02319999970495701,0.062199998646974564,0.9236000180244446,0.04560000076889992,0.1378999948501587,0.14429999887943268,0.1453000009059906,0.10670000314712524,0.1696999967098236,0.9682999849319458,0.011500000022351742,0.13189999759197235
YOR136W,Mitochondrion,Mitochondrial transit peptide,Soluble,0.17010000348091125,0.125,0.020899999886751175,0.045099999755620956,0.9742000102996826,0.027899999171495438,0.02590000070631504,0.05480000004172325,0.033399999141693115,0.011800000444054604,0.5221999883651733,0.03799999877810478,0.05209999904036522,0.7095000147819519
YOR142W,Mitochondrion,Mitochondrial transit peptide,Peripheral|Soluble,0.16290000081062317,0.08079999685287476,0.06430000066757202,0.053300000727176666,0.9570000171661377,0.029600000008940697,0.0284000001847744,0.03539999946951866,0.03700000047683716,0.027699999511241913,0.6559000015258789,0.028300000354647636,0.05389999970793724,0.7233999967575073
YOR143C,Cytoplasm,Nuclear localization signal|Nuclear export signal,Soluble,0.8032000064849854,0.3864000141620636,0.011699999682605267,0.0860000029206276,0.4388999938964844,0.01119999960064888,0.1273999959230423,0.31929999589920044,0.44269999861717224,0.01899999938905239,0.531000018119812,0.08139999955892563,0.04540000110864639,0.656000018119812
YOR149C,Endoplasmic reticulum,Signal peptide|Transmembrane domain,Transmembrane,0.1031000018119812,0.17960000038146973,0.016100000590085983,0.15080000460147858,0.1809999942779541,0.007699999958276749,0.909500002861023,0.1860000044107437,0.3296000063419342,0.002199999988079071,0.10639999806880951,0.9660000205039978,0.00839999970048666,0.20520000159740448
YOR155C,Cytoplasm,,Peripheral|Soluble,0.5669000148773193,0.4943000078201294,0.15389999747276306,0.07109999656677246,0.28929999470710754,0.019099999219179153,0.08160000294446945,0.2500999867916107,0.15970000624656677,0.06769999861717224,0.640999972820282,0.04010000079870224,0.05460000038146973,0.748199999332428
YOR161C,Cell membrane|Lysosome/Vacuole,Signal peptide|Transmembrane domain,Transmembrane,0.08389999717473984,0.18799999356269836,0.06530000269412994,0.5608999729156494,0.12890000641345978,0.016300000250339508,0.5210000276565552,0.6358000040054321,0.5662999749183655,0.007799999788403511,0.06159999966621399,0.9919000267982483,0.032499998807907104,0.11789999902248383
YOR163W,Cytoplasm|Nucleus,Nuclear localization signal,Soluble,0.7009999752044678,0.5889000296592712,0.07169999927282333,0.06880000233650208,0.4810999929904938,0.01889999955892563,0.06499999761581421,0.035100001841783524,0.03909999877214432,0.018400000408291817,0.27630001306533813,0.038600001484155655,0.04100000113248825,0.8629000186920166
YOR168W,Cytoplasm|Nucleus,Nuclear localization signal,Soluble,0.7271999716758728,0.5982000231742859,0.039900001138448715,0.059700001031160355,0.05829999968409538,0.024299999698996544,0.05220000073313713,0.01810000091791153,0.15029999613761902,0.0044999998062849045,0.45680001378059387,0.027400000020861626,0.039000000804662704,0.8129000067710876
YOR171C,Cytoplasm,Nuclear export signal,Soluble,0.6409000158309937,0.4000999927520752,0.052799999713897705,0.3188999891281128,0.17970000207424164,0.002899999963119626,0.3553999960422516,0.5479999780654907,0.5555999875068665,0.01860000006854534,0.5870000123977661,0.0843999981880188,0.08479999750852585,0.6531999707221985
YOR175C,Endoplasmic reticulum,Transmembrane domain,Transmembrane,0.1340000033378601,0.10170000046491623,0.029200000688433647,0.36579999327659607,0.20200000703334808,0.054099999368190765,0.8734999895095825,0.05739999935030937,0.2021999955177307,0.01360000018030405,0.08810000121593475,0.9679999947547913,0.008799999952316284,0.21310000121593475
YOR176W,Mitochondrion,Mitochondrial transit peptide,Peripheral|Soluble,0.17800000309944153,0.12639999389648438,0.03759999945759773,0.07249999791383743,0.9408000111579895,0.05779999867081642,0.04910000041127205,0.03819999843835831,0.04149999842047691,0.018300000578165054,0.733299970626831,0.05299999937415123,0.037700001150369644,0.5916000008583069
YOR180C,Peroxisome,Peroxisomal targeting signal,Soluble,0.30979999899864197,0.39329999685287476,0.0763000026345253,0.05860000103712082,0.23639999330043793,0.001500000013038516,0.3197000026702881,0.09149999916553497,0.1290999948978424,0.965499997138977,0.4050999879837036,0.0502999983727932,0.01720000058412552,0.791100025177002
YOR184W,Cytoplasm,,Soluble,0.916100025177002,0.23800000548362732,0.07919999957084656,0.0729999989271164,0.3337000012397766,0.03319999948143959,0.17970000207424164,0.0617000013589859,0.05889999866485596,0.010300000198185444,0.3582000136375427,0.01489999983459711,0.04749999940395355,0.873199999332428
YOR190W,Extracellular,Signal peptide,Soluble,0.15919999778270721,0.05689999833703041,0.8374000191688538,0.09910000115633011,0.18299999833106995,0.015699999406933784,0.40459999442100525,0.3619000017642975,0.15809999406337738,0.004900000058114529,0.26820001006126404,0.04540000110864639,0.023000000044703484,0.7993999719619751
YOR192C,Lysosome/Vacuole,Transmembrane domain,Transmembrane,0.1265999972820282,0.18639999628067017,0.030500000342726707,0.3790999948978424,0.19850000739097595,0.0034000000450760126,0.26669999957084656,0.45579999685287476,0.35190001130104065,0.003100000089034438,0.03420000150799751,0.9941999912261963,0.014999999664723873,0.12070000171661377
YOR202W,Cytoplasm|Lysosome/Vacuole,Nuclear localization signal,Soluble,0.5723999738693237,0.4964999854564667,0.22349999845027924,0.051500000059604645,0.3781999945640564,0.017999999225139618,0.4745999872684479,0.6338000297546387,0.39989998936653137,0.014299999922513962,0.554099977016449,0.025599999353289604,0.03680000081658363,0.7628999948501587
YOR209C,Cytoplasm|Nucleus,Nuclear localization signal,Soluble,0.8694999814033508,0.6406999826431274,0.11990000307559967,0.11159999668598175,0.15520000457763672,0.0794999971985817,0.05719999969005585,0.2190999984741211,0.03020000085234642,0.003800000064074993,0.4593999981880188,0.1151999980211258,0.01759999990463257,0.6794999837875366
YOR221C,Cytoplasm,Mitochondrial transit peptide,Soluble,0.5943999886512756,0.39629998803138733,0.03480000048875809,0.046300001442432404,0.5856000185012817,0.00570000009611249,0.19670000672340393,0.21870000660419464,0.17820000648498535,0.03400000184774399,0.5098999738693237,0.06279999762773514,0.03139999881386757,0.7164000272750854
YOR222W,Mitochondrion,Mitochondrial transit peptide,Transmembrane,0.17880000174045563,0.1826000064611435,0.015399999916553497,0.09610000252723694,0.828499972820282,0.029899999499320984,0.1720000058412552,0.06340000033378601,0.061500001698732376,0.05609999969601631,0.22360000014305115,0.9103999733924866,0.010700000450015068,0.22759999334812164
YOR236W,Cytoplasm|Mitochondrion,Mitochondrial transit peptide|Nuclear localization signal,Soluble,0.766700029373169,0.5066999793052673,0.008899999782443047,0.12280000001192093,0.7731999754905701,0.0737999975681305,0.19949999451637268,0.17350000143051147,0.14249999821186066,0.04470000043511391,0.3671000003814697,0.03240000084042549,0.07329999655485153,0.815500020980835
YOR241W,Cytoplasm,,Soluble,0.6430000066757202,0.33070001006126404,0.21899999678134918,0.05530000105500221,0.5393000245094299,0.1378999948501587,0.2037000060081482,0.07079999893903732,0.2206999957561493,0.1014999970793724,0.5629000067710876,0.15889999270439148,0.07479999959468842,0.5461000204086304
YOR245C,Endoplasmic reticulum,Signal peptide|Transmembrane domain,Transmembrane,0.19550000131130219,0.1818999946117401,0.01140000019222498,0.12690000236034393,0.1867000013589859,0.006000000052154064,0.8719000220298767,0.18070000410079956,0.28459998965263367,0.012600000016391277,0.30720001459121704,0.9437000155448914,0.025699999183416367,0.14169999957084656
YOR251C,Cytoplasm|Mitochondrion,Mitochondrial transit peptide,Soluble,0.8097000122070312,0.2379000037908554,0.04390000179409981,0.10649999976158142,0.6783000230789185,0.05350000038743019,0.20739999413490295,0.12620000541210175,0.09440000355243683,0.07360000163316727,0.4603999853134155,0.05719999969005585,0.027400000020861626,0.7232000231742859
YOR253W,Cytoplasm,Nuclear localization signal,Soluble,0.7803000211715698,0.5180000066757202,0.08550000190734863,0.03840000182390213,0.21739999949932098,0.02669999934732914,0.19169999659061432,0.14820000529289246,0.22010000050067902,0.005200000014156103,0.48190000653266907,0.0560000017285347,0.03669999912381172,0.7710999846458435
YOR270C,Lysosome/Vacuole,Transmembrane domain,Transmembrane,0.13289999961853027,0.1542000025510788,0.02449999935925007,0.29170000553131104,0.07460000365972519,0.0027000000700354576,0.38429999351501465,0.733299970626831,0.5120999813079834,0.0024999999441206455,0.049800001084804535,0.9955999851226807,0.013399999588727951,0.07760000228881836
YOR273C,Cell membrane,Transmembrane domain,Transmembrane,0.2685999870300293,0.09849999845027924,0.04540000110864639,0.5593000054359436,0.13940000534057617,0.0031999999191612005,0.5281000137329102,0.2498999983072281,0.3546000123023987,0.02410000003874302,0.02669999934732914,0.996999979019165,0.03689999878406525,0.09139999747276306
YOR278W,Cytoplasm|Mitochondrion,Mitochondrial transit peptide,Soluble,0.6578999757766724,0.5080999732017517,0.050999999046325684,0.06030000001192093,0.6962000131607056,0.019200000911951065,0.09709999710321426,0.09619999676942825,0.07900000363588333,0.014000000432133675,0.260699987411499,0.05339999869465828,0.047600001096725464,0.8255000114440918
YOR283W,Cytoplasm|Nucleus,,Soluble,0.6678000092506409,0.5378000140190125,0.00930000003427267,0.07039999961853027,0.5023000240325928,0.010900000110268593,0.11410000175237656,0.2451999932527542,0.16249999403953552,0.022600000724196434,0.39399999380111694,0.04690000042319298,0.027799999341368675,0.8108000159263611
YOR285W,Cytoplasm|Mitochondrion,Peroxisomal targeting signal,Peripheral|Soluble,0.605400025844574,0.17970000207424164,0.1160999983549118,0.08540000021457672,0.6937999725341797,0.12049999833106995,0.1949000060558319,0.2094999998807907,0.2662999927997589,0.16369999945163727,0.8004999756813049,0.03460000082850456,0.257999986410141,0.5446000099182129
YOR286W,Mitochondrion,Mitochondrial transit peptide,Peripheral|Soluble,0.14069999754428864,0.09849999845027924,0.06239999830722809,0.050599999725818634,0.9523000121116638,0.03480000048875809,0.03269999846816063,0.026000000536441803,0.04520000144839287,0.014399999752640724,0.7164999842643738,0.051100000739097595,0.020899999886751175,0.6021999716758728
YOR303W,Cytoplasm,Peroxisomal targeting signal,Soluble,0.5437999963760376,0.28870001435279846,0.07349999994039536,0.10159999877214432,0.5422999858856201,0.07880000025033951,0.1437000036239624,0.22050000727176666,0.22370000183582306,0.44760000705718994,0.39809998869895935,0.02710000053048134,0.08460000157356262,0.8291000127792358
YOR306C,Endoplasmic reticulum,Transmembrane domain,Transmembrane,0.11900000274181366,0.10509999841451645,0.02070000022649765,0.41769999265670776,0.14650000631809235,0.0027000000700354576,0.6189000010490417,0.29490000009536743,0.613099992275238,0.0031999999191612005,0.014499999582767487,0.9955999851226807,0.06120000034570694,0.14630000293254852
YOR311C,Endoplasmic reticulum,Transmembrane domain,Transmembrane,0.20389999449253082,0.1809999942779541,0.11429999768733978,0.17149999737739563,0.41920000314712524,0.005400000140070915,0.6640999913215637,0.2667999863624573,0.2526000142097473,0.01860000006854534,0.06260000169277191,0.9846000075340271,0.02459999918937683,0.16699999570846558
YOR316C,Lysosome/Vacuole,Signal peptide|Transmembrane domain,Transmembrane,0.13259999454021454,0.13729999959468842,0.06319999694824219,0.19009999930858612,0.057999998331069946,0.009800000116229057,0.5400000214576721,0.8334000110626221,0.6355999708175659,0.10999999940395355,0.09570000320672989,0.9896000027656555,0.023000000044703484,0.11509999632835388
YOR317W,Cytoplasm,,Peripheral|Soluble,0.35580000281333923,0.35580000281333923,0.017799999564886093,0.3978999853134155,0.26930001378059387,0.20020000636577606,0.38749998807907104,0.36890000104904175,0.3416999876499176,0.015699999406933784,0.6877999901771545,0.039500001817941666,0.07729999721050262,0.6044999957084656
YOR321W,Endoplasmic reticulum,Signal peptide|Transmembrane domain,Transmembrane,0.09359999746084213,0.21780000627040863,0.012600000016391277,0.1907999962568283,0.030400000512599945,0.00860000029206276,0.8467000126838684,0.1096000000834465,0.17980000376701355,0.011900000274181366,0.042399998754262924,0.993399977684021,0.020500000566244125,0.11349999904632568
YOR323C,Cytoplasm|Peroxisome,Peroxisomal targeting signal,Soluble,0.8159999847412109,0.5235000252723694,0.013899999670684338,0.02160000056028366,0.33739998936653137,0.06459999829530716,0.23250000178813934,0.053700000047683716,0.033900000154972076,0.7645000219345093,0.40639999508857727,0.008200000040233135,0.10809999704360962,0.8949000239372253
YOR332W,Cytoplasm,,Soluble,0.6273999810218811,0.4081000089645386,0.02590000070631504,0.06419999897480011,0.24959999322891235,0.001500000013038516,0.09549999982118607,0.4480000138282776,0.038100000470876694,0.005100000184029341,0.22859999537467957,0.04839999973773956,0.05820000171661377,0.8388000130653381
YOR334W,Mitochondrion,Mitochondrial transit peptide,Transmembrane,0.12759999930858612,0.10270000249147415,0.02019999921321869,0.10970000177621841,0.9093000292778015,0.024700000882148743,0.14890000224113464,0.16179999709129333,0.2363000065088272,0.03020000085234642,0.19709999859333038,0.9905999898910522,0.023000000044703484,0.06539999693632126
YOR335C,Mitochondrion,Mitochondrial transit peptide,Soluble,0.275299996137619,0.16529999673366547,0.08449999988079071,0.050700001418590546,0.8392999768257141,0.14239999651908875,0.10599999874830246,0.0471000000834465,0.07209999859333038,0.01679999940097332,0.5981000065803528,0.029899999499320984,0.05490000173449516,0.7249000072479248
YOR347C,Cytoplasm,,Soluble,0.7630000114440918,0.42669999599456787,0.05860000103712082,0.01730000041425228,0.19990000128746033,0.018400000408291817,0.12380000203847885,0.09480000287294388,0.026000000536441803,0.0471000000834465,0.4828000068664551,0.013500000350177288,0.06480000168085098,0.8658000230789185
YOR348C,Cell membrane,Transmembrane domain,Transmembrane,0.14959999918937683,0.10790000110864639,0.021700000390410423,0.6593999862670898,0.1670999974012375,0.012299999594688416,0.3625999987125397,0.42590001225471497,0.531499981880188,0.00570000009611249,0.03629999980330467,0.9923999905586243,0.019300000742077827,0.131400004029274
YOR360C,Cytoplasm,Nuclear localization signal|Nuclear export signal,Soluble,0.7529000043869019,0.4429999887943268,0.01759999990463257,0.16609999537467957,0.3138999938964844,0.0031999999191612005,0.23579999804496765,0.2727000117301941,0.2962999939918518,0.006899999920278788,0.45579999685287476,0.1907999962568283,0.031099999323487282,0.6306999921798706
YOR374W,Mitochondrion,Mitochondrial transit peptide,Soluble,0.08489999920129776,0.09350000321865082,0.04670000076293945,0.08540000021457672,0.9492999911308289,0.05590000003576279,0.020600000396370888,0.04230000078678131,0.04019999876618385,0.060600001364946365,0.552299976348877,0.041600000113248825,0.05130000039935112,0.701200008392334
