Protein_ID,Localizations,Signals,Membrane types,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Peripheral,Transmembrane,Lipid anchor,Soluble
ENSG00000166747,Cytoplasm|Lysosome/Vacuole|Golgi apparatus,Nuclear export signal,Peripheral|Soluble,0.4844000041484833,0.25940001010894775,0.04919999837875366,0.32670000195503235,0.16369999945163727,0.006200000178068876,0.39649999141693115,0.6255000233650208,0.7386000156402588,0.06689999997615814,0.7613000273704529,0.0575999990105629,0.15129999816417694,0.6850000023841858
ENSG00000166794,Endoplasmic reticulum,Signal peptide,Soluble,0.09870000183582306,0.1468999981880188,0.4004000127315521,0.10010000318288803,0.1972000002861023,0.005799999926239252,0.7678999900817871,0.21690000593662262,0.4066999852657318,0.010300000198185444,0.33640000224113464,0.11429999768733978,0.19220000505447388,0.7422000169754028
ENSG00000166796,Cytoplasm,Nuclear export signal,Soluble,0.8366000056266785,0.28299999237060547,0.022700000554323196,0.17829999327659607,0.2565999925136566,0.0284000001847744,0.18199999630451202,0.17980000376701355,0.2522999942302704,0.18170000612735748,0.3610000014305115,0.12110000103712082,0.5275999903678894,0.7910000085830688
ENSG00000166800,Cytoplasm,Nuclear export signal,Soluble,0.7937999963760376,0.32839998602867126,0.0203000009059906,0.1703999936580658,0.15539999306201935,0.04149999842047691,0.24089999496936798,0.09049999713897705,0.2240000069141388,0.18160000443458557,0.359499990940094,0.12280000001192093,0.5665000081062317,0.7911999821662903
ENSG00000166816,Mitochondrion,Mitochondrial transit peptide,Soluble,0.2773999869823456,0.1388999968767166,0.056699998676776886,0.10700000077486038,0.8991000056266785,0.0005000000237487257,0.10300000011920929,0.06620000302791595,0.08330000191926956,0.011599999852478504,0.5390999913215637,0.13410000503063202,0.15289999544620514,0.748199999332428
ENSG00000166819,Cytoplasm,Nuclear export signal,Peripheral|Transmembrane,0.5644999742507935,0.3278999924659729,0.09239999949932098,0.4016000032424927,0.34360000491142273,0.05380000174045563,0.4390000104904175,0.3138999938964844,0.4129999876022339,0.3968000113964081,0.6608999967575073,0.7003999948501587,0.26159998774528503,0.4634000062942505
ENSG00000166825,Cell membrane,Signal peptide|Transmembrane domain,Transmembrane,0.23880000412464142,0.09290000051259995,0.3409000039100647,0.862500011920929,0.03460000082850456,0.006200000178068876,0.17820000648498535,0.4507000148296356,0.3476000130176544,0.007400000002235174,0.04430000111460686,0.9297000169754028,0.5903000235557556,0.26499998569488525
ENSG00000166840,Cytoplasm,Nuclear localization signal|Nuclear export signal,Soluble,0.5491999983787537,0.41130000352859497,0.1678999960422516,0.19750000536441803,0.288100004196167,0.021199999377131462,0.2653999924659729,0.35409998893737793,0.18199999630451202,0.0722000002861023,0.38679999113082886,0.15629999339580536,0.14229999482631683,0.7621999979019165
ENSG00000166908,Cytoplasm,Nuclear export signal,Soluble,0.5855000019073486,0.4964999854564667,0.03139999881386757,0.24690000712871552,0.12370000034570694,0.029899999499320984,0.20200000703334808,0.3312000036239624,0.3407000005245209,0.008899999782443047,0.5483999848365784,0.09470000118017197,0.18299999833106995,0.7682999968528748
ENSG00000166948,Cytoplasm,Nuclear localization signal,Soluble,0.6617000102996826,0.24729999899864197,0.5322999954223633,0.3910999894142151,0.2978000044822693,0.008799999952316284,0.21080000698566437,0.15649999678134918,0.2985999882221222,0.019099999219179153,0.39739999175071716,0.19539999961853027,0.20919999480247498,0.8216000199317932
ENSG00000166986,Cytoplasm,Nuclear localization signal,Soluble,0.8338000178337097,0.24580000340938568,0.09780000150203705,0.13809999823570251,0.24549999833106995,0.004600000102072954,0.4408999979496002,0.20999999344348907,0.3138999938964844,0.030400000512599945,0.3815000057220459,0.17569999396800995,0.12520000338554382,0.7883999943733215
ENSG00000167004,Endoplasmic reticulum,Signal peptide,Soluble,0.17810000479221344,0.21150000393390656,0.2994999885559082,0.2101999968290329,0.0982000008225441,0.007400000002235174,0.8751000165939331,0.34470000863075256,0.22589999437332153,0.02459999918937683,0.5112000107765198,0.03610000014305115,0.2766000032424927,0.8036999702453613
ENSG00000167011,Cytoplasm,,Soluble,0.5870000123977661,0.44110000133514404,0.17339999973773956,0.14350000023841858,0.4018999934196472,0.06210000067949295,0.1680999994277954,0.17579999566078186,0.16290000081062317,0.031700000166893005,0.5681999921798706,0.21130000054836273,0.13449999690055847,0.7329999804496765
ENSG00000167080,Golgi apparatus,Signal peptide|Transmembrane domain,Transmembrane,0.17550000548362732,0.16930000483989716,0.17640000581741333,0.1695999950170517,0.05739999935030937,0.007600000128149986,0.5634999871253967,0.16449999809265137,0.8039000034332275,0.05350000038743019,0.19179999828338623,0.9692000150680542,0.25440001487731934,0.15569999814033508
ENSG00000167103,Cytoplasm,Nuclear export signal,Peripheral|Soluble,0.5022000074386597,0.38850000500679016,0.06679999828338623,0.29409998655319214,0.3637000024318695,0.008799999952316284,0.3082999885082245,0.5841000080108643,0.44020000100135803,0.00989999994635582,0.7275999784469604,0.15230000019073486,0.3411000072956085,0.7249000072479248
ENSG00000167107,Mitochondrion,Mitochondrial transit peptide,Soluble,0.2533000111579895,0.156700000166893,0.06430000066757202,0.12849999964237213,0.9035000205039978,0.001500000013038516,0.10540000349283218,0.1573999971151352,0.12120000272989273,0.05790000036358833,0.5759000182151794,0.15379999577999115,0.14270000159740448,0.7879999876022339
ENSG00000167114,Endoplasmic reticulum,Peroxisomal targeting signal,Peripheral|Transmembrane,0.2671999931335449,0.12240000069141388,0.11100000143051147,0.45809999108314514,0.3864000141620636,0.08049999922513962,0.6915000081062317,0.24490000307559967,0.28290000557899475,0.6861000061035156,0.7261000275611877,0.7886999845504761,0.5217000246047974,0.24289999902248383
ENSG00000167130,Endoplasmic reticulum,Signal peptide|Transmembrane domain,Transmembrane,0.07460000365972519,0.10180000215768814,0.022099999710917473,0.3490999937057495,0.1527000069618225,0.07249999791383743,0.8471999764442444,0.3630000054836273,0.4066999852657318,0.030400000512599945,0.11479999870061874,0.9900000095367432,0.2076999992132187,0.1039000004529953
